code,timestamp_started,timestamp_ended,attacker_id,attacker_name,attacker_faction,attacker_factionname,defender_id,defender_name,defender_faction,defender_factionname,result,stealthed,respect,chain,raid,ranked_war,respect_gain,respect_loss,modifiers_fair_fight,modifiers_war,modifiers_retaliation,modifiers_group_attack,modifiers_overseas,modifiers_chain_bonus
a46cadb77d6cd87be0464a14ade0f317,1682079109,1682079116,2825761,DoubleCroxxed,20881,Big PP,2879869,BOTViking,44762,The Power Rangers,Attacked,0,3.35,119,0,0,3.35,0.84,2.11,1,1,1,1.25,1.27
7ae415ee02c32824feb9e6c55d2144aa,1682080255,1682080269,2199188,Runite,44762,The Power Rangers,1596692,Bluefireluv,0,,Attacked,0,3.36,1,0,0,3.36,0.84,2.97,1,1,1,1,1
2e12467cc6437a4b925d06a6e1c15789,1682080381,1682080424,2199188,Runite,44762,The Power Rangers,2378212,Arion01,0,,Stalemate,0,0,0,0,0,0,0,1,1,1,1,1,1
3c5019c852e609acf3b2d4dcd7a73f4b,1682087254,1682087260,2804718,wajcha,44762,The Power Rangers,2685358,SeeThruYou,21069,Plushies Without Borders!,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
e1e11dfbd3028b3d0a8de0aa757c2a81,1682088440,1682088445,,,,,2865326,Ravensight,44762,The Power Rangers,Attacked,1,1.58,3,0,0,1.58,0.4,1.26,1,1,1,1.25,1
f702718d8dcb7e840e74accc778e447e,1682089202,1682089228,2167036,Ryukendo,44762,The Power Rangers,2234600,GreatWhiteApe,22968,Revolutionary Guerrillas,Attacked,0,7.62,1,0,1,7.62,1.91,3,2,1,1,1,1
148a068628c5c11b75b421c33e4b6482,1682089222,1682089230,2179557,AnalPuncher,22968,Revolutionary Guerrillas,2344599,GeneralKev,44762,The Power Rangers,Attacked,0,4.03,1,0,1,4.03,1.01,1.4,2,1,1,1,1,1.16
efffdd9af6763f318145797eb355d652,1682089231,1682089233,2665793,Zheetos,22968,Revolutionary Guerrillas,2596997,busra,44762,The Power Rangers,Attacked,0,1.84,2,0,1,1.84,0.46,1.06,2,1,1,1,1
e07445bded578c9084d02f0e3287af35,1682089238,1682089249,2179557,AnalPuncher,22968,Revolutionary Guerrillas,2735383,Saub777,44762,The Power Rangers,Attacked,0,4.28,4,0,1,4.28,1.07,1.43,2,1,1,1,1,1.16
7e583d0c3110a3e1addb761f369b78c0,1682089238,1682089248,,,,,2704729,Daredevil1234,44762,The Power Rangers,Attacked,1,3.69,3,0,1,3.69,0.92,1.5,2,1,1,1,1
32f51fb12ffe87e893cbfd5d1267aad6,1682089250,1682089551,2661370,TheBluffBoy,44762,The Power Rangers,218730,wyx,22968,Revolutionary Guerrillas,Timeout,0,0,0,0,0,0,0,1,1,1,1,1,1
caa75d88f76e63b57daca72941469448,1682089251,1682089282,2167036,Ryukendo,44762,The Power Rangers,2239333,bLackHearTNeL,22968,Revolutionary Guerrillas,Attacked,0,7.3,3,0,1,7.3,1.83,2.83,2,1,1,1,1
1083902a9eb7ccb849e06fb8b0eb4650,1682089255,1682089285,1457203,Woke,22968,Revolutionary Guerrillas,2085947,DodgyBarnet,44762,The Power Rangers,Stalemate,0,0,0,0,0,0,0,1,1,1,1,1,1
02dabc9c63b40baa37e77b56bd9d1104,1682089255,1682089269,2346520,Tasty,44762,The Power Rangers,521364,-BadBob-,22968,Revolutionary Guerrillas,Attacked,0,7.74,2,0,1,7.74,1.94,3,2,1,1,1,1
63195b2b79c9a12c8ebb1d1e31b6aa8f,1682089256,1682089267,2179557,AnalPuncher,22968,Revolutionary Guerrillas,2101656,BristolBrick,44762,The Power Rangers,Attacked,0,5.5,6,0,1,5.5,1.38,2.06,2,1,1,1,1,1.16
11326f0059168e68c638e4fe62da2a44,1682089259,1682089265,,,,,2675997,112,44762,The Power Rangers,Attacked,1,2.17,5,0,1,2.17,0.54,1.12,2,1,1,1,1
596a88d165ff29ea74ccd021005901ae,1682089273,1682089276,2665793,Zheetos,22968,Revolutionary Guerrillas,1946860,ralphietheax,44762,The Power Rangers,Attacked,0,2.12,7,0,1,2.12,0.53,1.14,2,1,1,1,1
040def9a4407ea1a7b3c7620c3f869f0,1682089277,1682089288,2731374,young-willy,44762,The Power Rangers,2615652,Mrgon,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
b27cd5c0de39bd1576924160d03f2de9,1682089280,1682089286,,,,,2099194,GooGooSauce,44762,The Power Rangers,Attacked,1,3.15,8,0,1,3.15,0.79,1.13,2,1,1,1,1,1.16
12bc849295403986504c2dbcfb487ae9,1682089286,1682089289,2085947,DodgyBarnet,44762,The Power Rangers,512041,Screech08,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
75afb6e7513511b4784dcde4b1d9fef3,1682089295,1682089300,,,,,2784719,Wikali,44762,The Power Rangers,Attacked,1,3.01,9,0,1,3.01,0.75,1.11,2,1,1,1,1,1.16
68f3d7e5cc1d70ff17cba66f9ca6c9ed,1682089297,1682089365,2167036,Ryukendo,44762,The Power Rangers,218730,wyx,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
0a7f86354d0ba97f242702901dbee009,1682089307,1682089313,2665793,Zheetos,22968,Revolutionary Guerrillas,2837508,EndKiri,44762,The Power Rangers,Attacked,0,10,10,0,1,10,2.5,1.2,2,1,1,1,10
00c7918a43d89043abe8e467194cf385,1682089309,1682089345,2179557,AnalPuncher,22968,Revolutionary Guerrillas,2600238,Alexreiger,44762,The Power Rangers,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
fb8d6337fa1740591e1d4409cdbdf6a1,1682089312,1682089316,2777007,DaN1eL,33241,Nub Navy,2804718,wajcha,44762,The Power Rangers,Hospitalized,0,2.65,20,0,0,2.65,0.66,1.75,1,1,1,1.25,1.08
41f6108f70b1c100affe1b21a896a5e9,1682089314,1682089323,,,,,2199188,Runite,44762,The Power Rangers,Attacked,1,2.82,11,0,1,2.82,0.71,1.27,2,1,1,1,1.01
a22ea51de7b2c03dc575f4cd74932503,1682089317,1682089326,,,,,2879869,BOTViking,44762,The Power Rangers,Attacked,1,3.22,12,0,1,3.22,0.81,1.58,2,1,1,1,1.02
b8730e3e0fe7f684e104f43ff5939510,1682089323,1682089335,1457203,Woke,22968,Revolutionary Guerrillas,2085947,DodgyBarnet,44762,The Power Rangers,Attacked,0,8.65,13,0,1,8.65,2.16,3,2,1,1,1,1.03
ab7826e4d9371385ce38db8046872188,1682089329,1682089332,2085947,DodgyBarnet,44762,The Power Rangers,512041,Screech08,22968,Revolutionary Guerrillas,Interrupted,0,0,0,0,0,0,0,1,1,1,1,1,1
1e185b59a3b326f90b0fa0582d13392c,1682089335,1682089338,2665793,Zheetos,22968,Revolutionary Guerrillas,2590405,microgeniusz80,44762,The Power Rangers,Attacked,0,2.25,14,0,1,2.25,0.56,1.07,2,1,1,1,1.04
b69031d870e86deddb3d6ac7638d8553,1682089342,1682089351,,,,,2467799,YangGang,44762,The Power Rangers,Attacked,1,2.93,15,0,1,2.93,0.73,1.27,2,1,1,1,1.04
dd5b6cd2248ae01f22df59be02e4eb94,1682089344,1682089352,1457203,Woke,22968,Revolutionary Guerrillas,2346520,Tasty,44762,The Power Rangers,Attacked,0,5.88,16,0,1,5.88,1.47,2.12,2,1,1,1,1.05
5d5263da2422e3dcdb0aa1aa07ccf010,1682089349,1682089358,2665793,Zheetos,22968,Revolutionary Guerrillas,2832387,Johnny84,44762,The Power Rangers,Attacked,0,3.02,17,0,1,3.02,0.76,1.32,2,1,1,1,1.06
f0f0d4c0414b7cb473eba5b47420c38a,1682089376,1682089391,2179557,AnalPuncher,22968,Revolutionary Guerrillas,2600238,Alexreiger,44762,The Power Rangers,Attacked,0,9.66,18,0,1,9.66,2.42,3,2,1,1,1,1.06,1.16
8fd58fa29872e77091d66a8fc7157e2f,1682089379,1682089386,2085947,DodgyBarnet,44762,The Power Rangers,512041,Screech08,22968,Revolutionary Guerrillas,Attacked,0,6.71,4,0,1,6.71,1.68,2.45,2,1,1,1,1
552d96c5cdcb6c2aeeb7eecead613519,1682089392,1682089406,2665793,Zheetos,22968,Revolutionary Guerrillas,2025791,Todd93,44762,The Power Rangers,Attacked,0,4.8,19,0,1,4.8,1.2,2.04,2,1,1,1,1.07
2ed29ce96236e042ea470ccc9baa609f,1682089401,1682089409,2085947,DodgyBarnet,44762,The Power Rangers,576017,Enygma,22968,Revolutionary Guerrillas,Attacked,0,6.56,5,0,1,6.56,1.64,2.41,2,1,1,1,1
34517ebf6fc8a159504dc63226aae51d,1682089408,1682089440,,,,,2734648,Aditya30,44762,The Power Rangers,Attacked,1,3.44,22,0,1,3.44,0.86,1.42,2,1,1,1,1.09
c69691394ee5623bff98a912e916f05f,1682089410,1682089413,2879869,BOTViking,44762,The Power Rangers,904225,CHRIS382,0,,Attacked,1,1.19,6,0,0,1.19,0.3,1.19,1,1,1,1,1
8c46b84f638a71d165c2278a42e5af81,1682089417,1682089424,,,,,2245396,Heathcliffe,44762,The Power Rangers,Attacked,1,3.28,20,0,1,3.28,0.82,1.1,2,1,1,1,1.08,1.16
f23fc9ca32f1de10b88774567583329d,1682089418,1682089420,2879869,BOTViking,44762,The Power Rangers,790460,Marine2015,0,,Attacked,1,1.21,7,0,0,1.21,0.3,1.21,1,1,1,1,1
0935672b9daa2ed0c5fcaffb4119323c,1682089424,1682089430,2824916,Kaka-shi,22968,Revolutionary Guerrillas,2879869,BOTViking,44762,The Power Rangers,Attacked,0,3.41,21,0,1,3.41,0.85,1.58,2,1,1,1,1.08
3ca710b9b5d012843163178897e805f3,1682089425,1682089431,2085947,DodgyBarnet,44762,The Power Rangers,350355,PadanFain,22968,Revolutionary Guerrillas,Attacked,0,6.1,9,0,1,6.1,1.53,2.26,2,1,1,1,1
4e04b64b3b0c666b62433162a7f94684,1682089425,1682089428,2879869,BOTViking,44762,The Power Rangers,525298,wayneker,0,,Attacked,0,1.22,8,0,0,1.22,0.31,1.22,1,1,1,1,1
4d2f8147bd4d5857e5793eda6671734a,1682089433,1682089441,2684537,mesht,44762,The Power Rangers,2824916,Kaka-shi,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
2acd42bf4a550acd621aa59da77535d3,1682089445,1682089449,2346520,Tasty,44762,The Power Rangers,999266,-VLAD-,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
71f890c3f64936fea565703947533add,1682089447,1682089452,2085947,DodgyBarnet,44762,The Power Rangers,10560,-_-,22968,Revolutionary Guerrillas,Attacked,0,10,10,0,1,10,2.5,2.24,2,1,1,1,10
b44736e6df9730b430b3fff076024d97,1682089465,1682089471,2824916,Kaka-shi,22968,Revolutionary Guerrillas,2314829,TheAlbanian,44762,The Power Rangers,Assist,0,0,0,0,0,0,0,1,1,1,1,1,1
44f75d04a875f316af526185779af99b,1682089466,1682089474,2239333,bLackHearTNeL,22968,Revolutionary Guerrillas,2314829,TheAlbanian,44762,The Power Rangers,Attacked,0,3.18,23,0,1,3.18,0.8,1.06,2,1,1.25,1,1.09
2bc6ff09ac8eb41ef17a7703c792817b,1682089470,1682089479,2085947,DodgyBarnet,44762,The Power Rangers,2824916,Kaka-shi,22968,Revolutionary Guerrillas,Attacked,0,2.1,11,0,1,2.1,0.53,1.04,2,1,1,1,1.01
5d243de48c2d44640db7cb27d3b17cc4,1682089475,1682089481,2879869,BOTViking,44762,The Power Rangers,580371,mrman,0,,Attacked,1,1.24,12,0,0,1.24,0.31,1.22,1,1,1,1,1.02
00c13c91a448a56ce4807c4865f9171f,1682089489,1682089501,2167036,Ryukendo,44762,The Power Rangers,2239333,bLackHearTNeL,22968,Revolutionary Guerrillas,Attacked,0,7.59,15,0,1,7.59,1.9,2.83,2,1,1,1,1.04
54b7153144d4a78dc0468760f11b3b54,1682089489,1682089492,2879869,BOTViking,44762,The Power Rangers,921628,ken-XXX,0,,Attacked,1,1.27,13,0,0,1.27,0.32,1.23,1,1,1,1,1.03
5bc5b15b348902fdbe332ee3e17f0898,1682089493,1682089499,2346520,Tasty,44762,The Power Rangers,999266,-VLAD-,22968,Revolutionary Guerrillas,Attacked,0,8.11,14,0,1,8.11,2.03,3,2,1,1,1,1.04
5f7348b34f964271a29170feb0c2666d,1682089500,1682089505,2879869,BOTViking,44762,The Power Rangers,1413853,smw23,0,,Attacked,1,1.29,16,0,0,1.29,0.32,1.23,1,1,1,1,1.05
ada88ded0d61c7ae379afdfeb8e4b439,1682089509,1682089524,2085947,DodgyBarnet,44762,The Power Rangers,448949,prawn,22968,Revolutionary Guerrillas,Attacked,0,8.28,19,0,1,8.28,2.07,3,2,1,1,1,1.07
b31bd331ef835a3130c7ad0eaa8a89b2,1682089510,1682089513,2879869,BOTViking,44762,The Power Rangers,693966,shaun103,0,,Attacked,1,1.34,17,0,0,1.34,0.34,1.26,1,1,1,1,1.06
585e78ee6d0f61a52841e4443fc3cbd5,1682089518,1682089521,2879869,BOTViking,44762,The Power Rangers,579753,weerossy,0,,Attacked,1,1.3,18,0,0,1.3,0.33,1.23,1,1,1,1,1.06
87f9858ef48f2cf5688c67769d4102c0,1682089527,1682089530,2879869,BOTViking,44762,The Power Rangers,428350,Mattyea,0,,Attacked,1,1.32,20,0,0,1.32,0.33,1.22,1,1,1,1,1.08
da1df4172bd625d515d515f7652cc267,1682089530,1682089540,2167036,Ryukendo,44762,The Power Rangers,1700645,vall78,22968,Revolutionary Guerrillas,Attacked,0,8.23,21,0,1,8.23,2.06,3,2,1,1,1,1.08
7ad3f88b1fa7261ed1be0b4375471ae8,1682089535,1682089555,2179557,AnalPuncher,22968,Revolutionary Guerrillas,2481578,saltedpopcorn,44762,The Power Rangers,Attacked,0,9.95,24,0,1,9.95,2.49,3,2,1,1,1,1.1,1.16
2dc9e111e12dc59d1247c21266252032,1682089539,1682089553,2615652,Mrgon,22968,Revolutionary Guerrillas,2346520,Tasty,44762,The Power Rangers,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
a4e9add13a4a10bc657d7ae273704af9,1682089551,1682089553,2879869,BOTViking,44762,The Power Rangers,671763,leeroydon,0,,Attacked,1,1.35,22,0,0,1.35,0.34,1.24,1,1,1,1,1.09
2c78104eb67d7505fa251aac6fd635c7,1682089561,1682089574,2085947,DodgyBarnet,44762,The Power Rangers,218730,wyx,22968,Revolutionary Guerrillas,Attacked,1,8.12,24,0,1,8.12,2.03,3,2,1,1,1,1.1
609f0c016adf43e72c6dddb146e11154,1682089562,1682089565,2879869,BOTViking,44762,The Power Rangers,678613,Pyrogod,0,,Attacked,1,1.37,23,0,0,1.37,0.34,1.26,1,1,1,1,1.09
6b6c9e291fc5fcbb9b7ac656f8cfc3d4,1682089570,1682089578,2824916,Kaka-shi,22968,Revolutionary Guerrillas,2669087,thekwebb,44762,The Power Rangers,Attacked,0,20,25,0,1,20,5,1.97,2,1,1,1,20
ffc42e40ba635febcdc56464d62ea2cf,1682089609,1682089620,2346520,Tasty,44762,The Power Rangers,2824916,Kaka-shi,22968,Revolutionary Guerrillas,Attacked,1,20,25,0,1,20,5,1.08,2,1,1,1,20
f0ca0e8fba72fddd7831ad14ac555c1b,1682089624,1682089633,2085947,DodgyBarnet,44762,The Power Rangers,45843,Cl0wn,22968,Revolutionary Guerrillas,Attacked,0,6.06,26,0,1,6.06,1.52,2.07,2,1,1,1,1.1
92c2b6d6a1f89ff5019578dae8363be5,1682089632,1682089642,2661370,TheBluffBoy,44762,The Power Rangers,627747,samuraihero,22968,Revolutionary Guerrillas,Attacked,0,4.47,27,0,1,4.47,1.12,1.4,2,1,1,1,1.11,1.15
e725d25ab4fa1650295a66224313ecaf,1682089652,1682089657,2879869,BOTViking,44762,The Power Rangers,982909,richev12,0,,Attacked,1,1.39,28,0,0,1.39,0.35,1.25,1,1,1,1,1.11
387399b770464d627539b95ddedc3208,1682089662,1682089664,2879869,BOTViking,44762,The Power Rangers,469387,hoangnhu,0,,Attacked,1,1.41,29,0,0,1.41,0.35,1.26,1,1,1,1,1.12
079fc7680afe829d6c351a92ed9c209a,1682089662,1682089800,2661370,TheBluffBoy,44762,The Power Rangers,2179557,AnalPuncher,22968,Revolutionary Guerrillas,Assist,0,0,0,0,0,0,0,1,1,1,1,1,1
abdeb1f6345d4382b0b3a2420a1a0bb2,1682089691,1682089698,2167036,Ryukendo,44762,The Power Rangers,953249,THC,22968,Revolutionary Guerrillas,Attacked,0,8.53,30,0,1,8.53,2.13,3,2,1,1,1,1.12
d7da5dc70692219d8228c8bc6d8a8e7d,1682089694,1682089702,2346520,Tasty,44762,The Power Rangers,2257311,MrPalooza,22968,Revolutionary Guerrillas,Attacked,0,3.63,31,0,1,3.63,0.91,1.22,2,1,1,1,1.12
1e6ef2fbe7789ec1e74fcce2d77b9d2c,1682089701,1682089714,2085947,DodgyBarnet,44762,The Power Rangers,291820,lalatuk,22968,Revolutionary Guerrillas,Attacked,0,7.39,32,0,1,7.39,1.85,2.46,2,1,1,1,1.13
6c23fe537cc04b2352b98ba745e647db,1682089735,1682089738,2879869,BOTViking,44762,The Power Rangers,782638,balbaro,0,,Attacked,1,1.54,33,0,0,1.54,0.39,1.36,1,1,1,1,1.13
145b4d8772d284e59b6a11034b0528bb,1682089754,1682089756,2879869,BOTViking,44762,The Power Rangers,901426,aaronyuan,0,,Attacked,1,1.25,34,0,0,1.25,0.31,1.12,1,1,1,1,1.13
11459c178a803b950a62c6765ded8632,1682089761,1682089762,2879869,BOTViking,44762,The Power Rangers,1423394,gogo234,0,,Attacked,1,1.26,35,0,0,1.26,0.32,1.12,1,1,1,1,1.14
420b40b14d598f9db32cd47fa535bf67,1682089767,1682089786,2346520,Tasty,44762,The Power Rangers,2218295,Skitz-O_,22968,Revolutionary Guerrillas,Attacked,0,7.88,37,0,1,7.88,1.97,2.6,2,1,1,1,1.14
8f1fe4cfc7cc2918146b3ae493345229,1682089777,1682089780,2879869,BOTViking,44762,The Power Rangers,1169008,Foxy-Roxy04,0,,Attacked,1,1.4,36,0,0,1.4,0.35,1.24,1,1,1,1,1.14
00339e35b1eb7c3fd07913558fe40517,1682089791,1682089801,2575642,Transhumanist,44762,The Power Rangers,2179557,AnalPuncher,22968,Revolutionary Guerrillas,Attacked,0,10.23,38,0,1,10.23,2.56,2.74,2,1,1.25,1,1.14
221b67016cc1c190ad0e34e51b5bbe9e,1682089804,1682089807,2879869,BOTViking,44762,The Power Rangers,1380052,-007,0,,Attacked,1,1.56,39,0,0,1.56,0.39,1.37,1,1,1,1,1.15
ae5677783ed079346c9e1044f5b48112,1682089816,1682089824,2085947,DodgyBarnet,44762,The Power Rangers,1166723,Childish,22968,Revolutionary Guerrillas,Attacked,1,6.66,40,0,1,6.66,1.67,2.13,2,1,1,1,1.15
e774c9359aa7302113f9afce4bb31147,1682089818,1682089825,2879869,BOTViking,44762,The Power Rangers,1442848,casper619,0,,Attacked,1,1.67,41,0,0,1.67,0.42,1.47,1,1,1,1,1.15
d702cea166bf193d8f59a9c137851a6b,1682089818,1682089827,2346520,Tasty,44762,The Power Rangers,2090324,MOM,22968,Revolutionary Guerrillas,Attacked,0,4.12,42,0,1,4.12,1.03,1.41,2,1,1,1,1.16
97f77739f6ac64415c0b131f003870ac,1682089846,1682089855,1457203,Woke,22968,Revolutionary Guerrillas,2085947,DodgyBarnet,44762,The Power Rangers,Attacked,0,9.24,26,0,1,9.24,2.31,3,2,1,1,1,1.1
e4395a34602b0b2e4cd7036fb392a0d3,1682089859,1682089865,,,,,2879869,BOTViking,44762,The Power Rangers,Attacked,1,2.33,27,0,1,2.33,0.58,1.05,2,1,1,1,1.11
e8321667a39fe9b370769a450a420e96,1682089893,1682089902,2599450,NoirHearts,44762,The Power Rangers,1650079,Karl12,22968,Revolutionary Guerrillas,Attacked,0,4.72,43,0,1,4.72,1.18,1.68,2,1,1,1,1.16
1886a681f8c89f2ebfb1361626f26f8d,1682089909,1682089919,2599450,NoirHearts,44762,The Power Rangers,2039083,Dracule,22968,Revolutionary Guerrillas,Attacked,0,6.96,44,0,1,6.96,1.74,3,2,1,1,1,1.16
769b5f091a155f1b3b7f448a42df0a59,1682089913,1682089915,2661370,TheBluffBoy,44762,The Power Rangers,2678362,Stewart33,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
2cbc93c9462eecab5feafd2305719a4d,1682089931,1682089974,2599450,NoirHearts,44762,The Power Rangers,2448698,julesfrancisco,22968,Revolutionary Guerrillas,Attacked,0,9.34,46,0,1,9.34,2.34,3,2,1,1,1,1.17
7a17783af71c7e19b279b6ca0a691035,1682089959,1682089965,2661370,TheBluffBoy,44762,The Power Rangers,2678362,Stewart33,22968,Revolutionary Guerrillas,Attacked,1,7.6,45,0,1,7.6,1.9,2.59,2,1,1,1,1.16,1.15
9e9705c889ccda6279341de14753c5c0,1682089966,1682089980,2234600,GreatWhiteApe,22968,Revolutionary Guerrillas,2167036,Ryukendo,44762,The Power Rangers,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
b61c67583f749caa1df0a84058f95ae2,1682089993,1682089996,,,,,2704729,Daredevil1234,44762,The Power Rangers,Attacked,1,3.74,28,0,1,3.74,0.94,1.18,2,1,1,1,1.11,1.16
e75763683370972544ef72de1bbca693,1682090001,1682090009,,,,,2675997,112,44762,The Power Rangers,Attacked,1,2.24,29,0,1,2.24,0.56,1.03,2,1,1,1,1.12
ecbf6c3e3bea433aa4fb18c51c0fe6de,1682090009,1682090015,2599450,NoirHearts,44762,The Power Rangers,2512774,Lordskeleton,22968,Revolutionary Guerrillas,Attacked,0,3.95,47,0,1,3.95,0.99,1.76,2,1,1,1,1.17
d20683dc19ddc181df63c5f3799a66ab,1682090057,1682090062,2575642,Transhumanist,44762,The Power Rangers,2615652,Mrgon,22968,Revolutionary Guerrillas,Attacked,1,3.48,48,0,1,3.48,0.87,1.21,2,1,1,1,1.17
bc91905a83e4b5618d48f8d4b2a69d80,1682090064,1682090071,,,,,2590405,microgeniusz80,44762,The Power Rangers,Attacked,1,2.31,30,0,1,2.31,0.58,1.02,2,1,1,1,1.12
1032811e97d0ba19abf775d32a2880f8,1682090068,1682090070,2879869,BOTViking,44762,The Power Rangers,719349,DJJR,0,,Attacked,1,1.56,49,0,0,1.56,0.39,1.28,1,1,1,1,1.17
ac11ba49d9ab0ef93ea76279cc3804bd,1682090073,1682090079,1457203,Woke,22968,Revolutionary Guerrillas,2070155,RUKittenMeRTNow,44762,The Power Rangers,Attacked,0,6.75,31,0,1,6.75,1.69,2.45,2,1,1,1,1.12
ac1117bc50546e0eac2806e30fb085d2,1682090080,1682090099,2234600,GreatWhiteApe,22968,Revolutionary Guerrillas,2599450,NoirHearts,44762,The Power Rangers,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
f6bcfb29f526fe5238c643d529e5dd26,1682090086,1682090090,2824916,Kaka-shi,22968,Revolutionary Guerrillas,2837508,EndKiri,44762,The Power Rangers,Attacked,0,3.98,32,0,1,3.98,1,1.71,2,1,1,1,1.13
a58b3a4e77dd5a5d733146e8d53ad418,1682090097,1682090111,2575642,Transhumanist,44762,The Power Rangers,479105,mOsSieFieD,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
8820e4dab6b66f43f5e54d349050f204,1682090103,1682090107,2085947,DodgyBarnet,44762,The Power Rangers,2665793,Zheetos,22968,Revolutionary Guerrillas,Attacked,1,40,50,0,1,40,10,1.13,2,1,1,1,40
331d04224f6e4898d20e41d183f2339e,1682090126,1682090132,2167036,Ryukendo,44762,The Power Rangers,2234600,GreatWhiteApe,22968,Revolutionary Guerrillas,Hospitalized,0,8.99,51,0,1,8.99,2.25,3,2,1,1,1,1.18
78180b0551408038e419db536987b4e7,1682090172,1682090177,2179557,AnalPuncher,22968,Revolutionary Guerrillas,2344599,GeneralKev,44762,The Power Rangers,Attacked,0,4.55,33,0,1,4.55,1.14,1.4,2,1,1,1,1.13,1.16
8d5a782fbb9d4996f9c0d8c6697572dd,1682090176,1682090180,2346520,Tasty,44762,The Power Rangers,521364,-BadBob-,22968,Revolutionary Guerrillas,Attacked,0,9.13,52,0,1,9.13,2.28,3,2,1,1,1,1.18
cf036d9484c48cf678057aa723a509fa,1682090202,1682090207,,,,,2344599,GeneralKev,44762,The Power Rangers,Attacked,1,4.55,34,0,1,4.55,1.14,1.4,2,1,1,1,1.13,1.16
e2a87be7a1a7df5db15b83d8c9259797,1682090220,1682090225,2824916,Kaka-shi,22968,Revolutionary Guerrillas,2832387,Johnny84,44762,The Power Rangers,Attacked,0,5.22,35,0,1,5.22,1.31,2.12,2,1,1,1,1.14
0684cc2dfd65caba9fd3ae1405b8a028,1682090224,1682090229,2239333,bLackHearTNeL,22968,Revolutionary Guerrillas,2467799,YangGang,44762,The Power Rangers,Attacked,0,3.01,36,0,1,3.01,0.75,1.19,2,1,1,1,1.14
c615cad0ffa65a7a99394e00a4afc827,1682090227,1682090233,2167036,Ryukendo,44762,The Power Rangers,2239333,bLackHearTNeL,22968,Revolutionary Guerrillas,Attacked,0,8.62,53,0,1,8.62,2.16,2.83,2,1,1,1,1.18
10352b3965afd33d2cfa493f4dbb9b50,1682090247,1682090250,,,,,2099194,GooGooSauce,44762,The Power Rangers,Attacked,1,3.59,37,0,1,3.59,0.9,1.13,2,1,1,1,1.14,1.16
4c9daad8401aadb88e4f55bc304a7bcc,1682090272,1682090282,2675997,112,44762,The Power Rangers,2665793,Zheetos,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
ef7662d48cf8f978d7be90f02ea3161f,1682090304,1682090306,,,,,2099194,GooGooSauce,44762,The Power Rangers,Attacked,1,3.59,38,0,1,3.59,0.9,1.13,2,1,1,1,1.14,1.16
57aa8009ad7eb4c18d9d0098027f5d27,1682090312,1682090316,2661370,TheBluffBoy,44762,The Power Rangers,2665793,Zheetos,22968,Revolutionary Guerrillas,Attacked,1,4.27,54,0,1,4.27,1.07,1.69,2,1,1,1,1.18,1.15
d07a6b4d1d21a7d0b110c20fb1e7d3f9,1682090319,1682090323,,,,,2590405,microgeniusz80,44762,The Power Rangers,Attacked,1,2.37,39,0,1,2.37,0.59,1.02,2,1,1,1,1.15
4885246ea75a6e303ea2b3b620e1189a,1682090326,1682090329,2085947,DodgyBarnet,44762,The Power Rangers,512041,Screech08,22968,Revolutionary Guerrillas,Attacked,0,7.99,55,0,1,7.99,2,2.45,2,1,1,1,1.19
6480345689286e3c7d7a54d0673854c1,1682090346,1682090352,,,,,2731374,young-willy,44762,The Power Rangers,Attacked,1,3.97,41,0,1,3.97,0.99,1.2,2,1,1,1,1.15,1.16
dc3a3f5c514145adbf272114e130d3d7,1682090347,1682090352,,,,,2784719,Wikali,44762,The Power Rangers,Attacked,1,3.26,40,0,1,3.26,0.82,1.21,2,1,1,1,1.15
6a36926e10486c3e0e56bfb7231b5d07,1682090362,1682090365,2099194,GooGooSauce,44762,The Power Rangers,2728437,Pearlx,22968,Revolutionary Guerrillas,Lost,0,0,0,0,0,0,0,1,1,1,1,1,1
5ae782788d231c35e257a678e37a6a9d,1682090383,1682090386,2824916,Kaka-shi,22968,Revolutionary Guerrillas,2684537,mesht,44762,The Power Rangers,Attacked,0,5.88,42,0,1,5.88,1.47,2.37,2,1,1,1,1.16
ac7211acc5c6ac40ca84acdfb21c137a,1682090384,1682090388,2099194,GooGooSauce,44762,The Power Rangers,2824916,Kaka-shi,22968,Revolutionary Guerrillas,Mugged,0,4.78,56,0,1,4.78,1.2,2.68,2,1,1,1,1.19
